id,date,amount,vendor,description,department,category,is_recurring,created_at
540,2025-01-02,1189.93,Verizon Business,Phone service,Sales,Utilities,False,2025-07-09 11:11:54
541,2024-11-29,793.42,Comcast Business,Internet service,Operations,Utilities,False,2025-07-09 11:11:54
542,2024-07-14,7060.33,Lyft,Business trip,Sales,Travel,False,2025-07-09 11:11:54
543,2025-02-20,745.77,Amazon Business,Desk supplies,Marketing,Office Supplies,False,2025-07-09 11:11:54
544,2025-07-01,824.35,NetGear,Office furniture,Marketing,Equipment,False,2025-07-09 11:11:54
545,2025-02-20,870.12,Pacific Gas & Electric,Phone service,Engineering,Utilities,True,2025-07-09 11:11:54
546,2025-01-19,475.33,Staples,Office materials,Executive,Office Supplies,False,2025-07-09 11:11:54
547,2024-11-07,2650.48,Hootsuite,Ad campaign,Sales,Marketing,False,2025-07-09 11:11:54
548,2025-06-06,7572.2,EY,Legal consultation,Operations,Professional Services,False,2025-07-09 11:11:54
549,2024-12-19,650.57,Costco Business,Office materials,Finance,Office Supplies,False,2025-07-09 11:11:54
550,2024-10-05,821.03,Miscellaneous Vendor,General business cost,Engineering,Other,False,2025-07-09 11:11:54
551,2025-04-03,549.38,Business Services Inc,General business cost,Marketing,Other,False,2025-07-09 11:11:54
552,2024-09-01,804.38,General Supplies Co,Miscellaneous expense,Operations,Other,False,2025-07-09 11:11:54
553,2025-04-17,494.88,Verizon Business,Phone service,Operations,Utilities,False,2025-07-09 11:11:54
554,2024-09-09,502.66,Verizon Business,Phone service,Marketing,Utilities,False,2025-07-09 11:11:54
555,2025-07-02,525.02,Comcast Business,Phone service,Executive,Utilities,False,2025-07-09 11:11:54
556,2025-07-04,1861.53,Hootsuite,Marketing tools subscription,HR,Marketing,False,2025-07-09 11:11:54
557,2024-07-16,14656.04,Gusto,Employee benefits,Sales,Personnel,True,2025-07-09 11:11:54
558,2024-10-11,10664.97,Gusto,Employee benefits,Sales,Personnel,False,2025-07-09 11:11:54
559,2024-11-08,3303.18,Expedia,Business trip,Finance,Travel,False,2025-07-09 11:11:54
560,2024-08-17,1904.11,Udemy Business,Professional certification,HR,Training,False,2025-07-09 11:11:54
561,2024-10-25,4541.86,BambooHR,Employee benefits,Sales,Personnel,False,2025-07-09 11:11:54
562,2024-09-11,1484.98,HubSpot,Marketing tools subscription,Executive,Marketing,False,2025-07-09 11:11:54
563,2024-08-11,639.21,Udemy Business,Professional certification,Executive,Training,False,2025-07-09 11:11:54
564,2025-02-01,886.3,Canva,Marketing tools subscription,Marketing,Marketing,False,2025-07-09 11:11:54
565,2025-03-15,395.99,Costco Business,Desk supplies,Executive,Office Supplies,False,2025-07-09 11:11:54
566,2025-03-09,4205.95,Xerox,Computer equipment,HR,Equipment,False,2025-07-09 11:11:54
567,2024-10-29,698.03,Uber,Client meeting travel,Sales,Travel,False,2025-07-09 11:11:54
568,2025-01-10,289.86,AT&T Business,Phone service,Sales,Utilities,False,2025-07-09 11:11:54
569,2025-03-15,1753.33,Microsoft Azure,Software licenses,Executive,IT Infrastructure,False,2025-07-09 11:11:54
570,2024-09-13,1710.35,Facebook Ads,Marketing tools subscription,Operations,Marketing,False,2025-07-09 11:11:54
571,2025-04-10,7718.3,Glassdoor,Recruitment fees,Marketing,Personnel,False,2025-07-09 11:11:54
572,2024-09-07,7298.61,Deloitte Consulting,Accounting services,Executive,Professional Services,False,2025-07-09 11:11:54
573,2024-08-26,245.69,DigitalOcean,Cloud hosting costs,Engineering,IT Infrastructure,False,2025-07-09 11:11:54
574,2025-01-17,1221.66,Expedia,Conference travel,Executive,Travel,False,2025-07-09 11:11:54
575,2025-02-22,287.71,Atlassian,Cloud hosting costs,Executive,IT Infrastructure,False,2025-07-09 11:11:54
576,2024-08-17,565.05,ConEd,Monthly utilities,Engineering,Utilities,False,2025-07-09 11:11:54
577,2024-10-31,904.5,Lenovo,Software/hardware,Engineering,Equipment,False,2025-07-09 11:11:54
578,2025-06-26,4059.99,HP Enterprise,Office furniture,Finance,Equipment,False,2025-07-09 11:11:54
579,2025-02-10,4718.95,Apple Business,Software/hardware,Executive,Equipment,False,2025-07-09 11:11:54
580,2025-03-13,4051.49,Lenovo,Computer equipment,Operations,Equipment,False,2025-07-09 11:11:54
581,2024-08-20,10679.37,Adobe Creative,Content creation,Engineering,Marketing,False,2025-07-09 11:11:54
582,2024-12-01,1241.62,Mailchimp,Marketing tools subscription,Engineering,Marketing,False,2025-07-09 11:11:54
583,2024-09-07,4057.29,Canva,Ad campaign,Operations,Marketing,False,2025-07-09 11:11:54
584,2025-01-29,1902.62,Legal Services Inc,Business consulting,Operations,Professional Services,False,2025-07-09 11:11:54
585,2025-03-15,1090.39,Verizon Business,Phone service,Operations,Utilities,False,2025-07-09 11:11:54
586,2025-02-20,12062.96,Indeed Hiring,Contractor payment,Marketing,Personnel,True,2025-07-09 11:11:54
587,2024-08-14,759.31,General Supplies Co,Miscellaneous expense,HR,Other,False,2025-07-09 11:11:54
588,2025-04-25,3692.22,Facebook Ads,Content creation,Operations,Marketing,False,2025-07-09 11:11:54
589,2024-12-06,3244.93,Apple Business,Office furniture,Executive,Equipment,False,2025-07-09 11:11:54
590,2025-03-12,7244.39,LinkedIn Recruiter,Contractor payment,Marketing,Personnel,False,2025-07-09 11:11:54
591,2024-12-22,2206.32,Marriott Hotels,Client meeting travel,Engineering,Travel,False,2025-07-09 11:11:54
592,2025-03-05,7586.79,Gusto,Employee benefits,Marketing,Personnel,True,2025-07-09 11:11:54
593,2024-09-13,579.84,LinkedIn Learning,Conference registration,Executive,Training,False,2025-07-09 11:11:54
594,2024-10-11,920.57,General Supplies Co,Miscellaneous expense,Finance,Other,False,2025-07-09 11:11:54
595,2024-12-26,378.79,Home Depot,Desk supplies,Executive,Office Supplies,False,2025-07-09 11:11:54
596,2025-03-30,3773.45,Adobe Creative,Ad campaign,Finance,Marketing,False,2025-07-09 11:11:54
597,2025-04-17,15368.67,BambooHR,Contractor payment,Marketing,Personnel,False,2025-07-09 11:11:54
598,2024-11-06,1295.16,Dell Business,Office furniture,Marketing,Equipment,False,2025-07-09 11:11:54
599,2025-05-11,971.82,Verizon Business,Phone service,Marketing,Utilities,False,2025-07-09 11:11:54
600,2025-03-09,1959.75,Delta Airlines,Business trip,HR,Travel,False,2025-07-09 11:11:54
601,2024-07-18,1273.94,Cisco Systems,Computer equipment,Engineering,Equipment,False,2025-07-09 11:11:54
602,2025-05-15,1356.06,Waste Management,Phone service,Sales,Utilities,False,2025-07-09 11:11:54
603,2024-09-06,13592.16,Workday,Employee benefits,Finance,Personnel,False,2025-07-09 11:11:54
604,2025-04-07,5235.5,EY,Business consulting,Executive,Professional Services,False,2025-07-09 11:11:54
605,2025-02-27,11924.43,Workday,Employee benefits,Finance,Personnel,False,2025-07-09 11:11:54
606,2024-10-14,1530.08,Udemy Business,Conference registration,Executive,Training,False,2025-07-09 11:11:54
607,2025-05-22,407.56,Coursera Business,Online course,Finance,Training,False,2025-07-09 11:11:54
608,2025-01-31,3808.47,Canon Business,Computer equipment,Sales,Equipment,False,2025-07-09 11:11:54
609,2024-12-30,8237.1,Workday,Contractor payment,Engineering,Personnel,False,2025-07-09 11:11:54
610,2025-01-23,347.27,Google Cloud,Cloud hosting costs,HR,IT Infrastructure,True,2025-07-09 11:11:54
611,2024-12-26,2171.46,GitHub,Software licenses,Operations,IT Infrastructure,False,2025-07-09 11:11:54
612,2025-04-14,2859.22,JetBrains,Cloud hosting costs,Finance,IT Infrastructure,False,2025-07-09 11:11:54
613,2025-04-01,2471.52,Lyft,Client meeting travel,Engineering,Travel,False,2025-07-09 11:11:54
614,2024-07-25,7590.55,KPMG,Accounting services,Finance,Professional Services,False,2025-07-09 11:11:54
615,2025-04-03,302.86,AT&T Business,Internet service,Marketing,Utilities,False,2025-07-09 11:11:54
616,2024-12-12,927.93,Miscellaneous Vendor,Miscellaneous expense,Engineering,Other,False,2025-07-09 11:11:54
617,2025-06-06,788.83,HubSpot,Marketing tools subscription,Operations,Marketing,False,2025-07-09 11:11:54
618,2024-09-28,6156.22,EY,Business consulting,Operations,Professional Services,False,2025-07-09 11:11:54
619,2024-11-11,549.27,Business Services Inc,Miscellaneous expense,Finance,Other,False,2025-07-09 11:11:54
620,2024-10-02,3682.58,Xerox,Office furniture,Finance,Equipment,False,2025-07-09 11:11:54
621,2025-05-26,4366.58,AWS Training,Online course,Engineering,Training,False,2025-07-09 11:11:54
622,2024-11-26,346.88,Comcast Business,Internet service,HR,Utilities,False,2025-07-09 11:11:54
623,2025-06-11,1065.91,AT&T Business,Monthly utilities,Finance,Utilities,True,2025-07-09 11:11:54
624,2024-08-16,279.37,Udemy Business,Professional certification,Operations,Training,False,2025-07-09 11:11:54
625,2025-04-01,1513.66,Facebook Ads,Ad campaign,HR,Marketing,False,2025-07-09 11:11:54
626,2024-12-08,1377.79,Uber,Client meeting travel,HR,Travel,False,2025-07-09 11:11:54
627,2024-09-23,5960.05,Lyft,Conference travel,Operations,Travel,False,2025-07-09 11:11:54
628,2025-01-12,2192.89,Apple Business,Office furniture,Finance,Equipment,False,2025-07-09 11:11:54
629,2024-11-12,4594.28,Hootsuite,Content creation,Executive,Marketing,False,2025-07-09 11:11:54
630,2025-04-05,2000.79,Cisco Systems,Computer equipment,HR,Equipment,False,2025-07-09 11:11:54
631,2024-08-04,776.09,Docker,Software licenses,HR,IT Infrastructure,False,2025-07-09 11:11:54
632,2024-11-27,841.68,General Supplies Co,General business cost,Operations,Other,False,2025-07-09 11:11:54
633,2025-03-09,1469.32,Google Cloud,API usage fees,Operations,IT Infrastructure,False,2025-07-09 11:11:54
634,2024-10-01,102.52,Office Depot,Meeting room supplies,Operations,Office Supplies,False,2025-07-09 11:11:54
635,2024-08-18,2089.25,Salesforce,Ad campaign,Engineering,Marketing,False,2025-07-09 11:11:54
636,2024-12-20,3176.15,Xerox,Computer equipment,Engineering,Equipment,False,2025-07-09 11:11:54
637,2025-04-17,742.22,Business Services Inc,General business cost,Operations,Other,False,2025-07-09 11:11:54
638,2025-03-09,3487.84,Canon Business,Software/hardware,HR,Equipment,False,2025-07-09 11:11:54
639,2025-04-03,3924.77,HubSpot,Content creation,Sales,Marketing,False,2025-07-09 11:11:54
640,2025-02-27,498.67,Home Depot,Office materials,Operations,Office Supplies,False,2025-07-09 11:11:54
641,2025-04-12,2130.69,Office Depot,Office materials,Executive,Office Supplies,False,2025-07-09 11:11:54
642,2024-10-07,692.13,AT&T Business,Phone service,Sales,Utilities,False,2025-07-09 11:11:54
643,2024-12-05,4612.31,Facebook Ads,Marketing tools subscription,Executive,Marketing,False,2025-07-09 11:11:54
644,2024-07-17,293.06,Amazon Business,Desk supplies,Executive,Office Supplies,False,2025-07-09 11:11:54
645,2025-04-11,2311.06,Uber,Conference travel,Operations,Travel,False,2025-07-09 11:11:54
646,2024-10-04,174.93,Pluralsight,Online course,Sales,Training,False,2025-07-09 11:11:54
647,2024-10-11,6017.21,Paychex,Recruitment fees,Executive,Personnel,False,2025-07-09 11:11:54
648,2024-10-07,797.6,Costco Business,Desk supplies,Executive,Office Supplies,False,2025-07-09 11:11:54
649,2025-01-27,542.77,General Supplies Co,Miscellaneous expense,HR,Other,False,2025-07-09 11:11:54
650,2025-06-27,1421.89,DigitalOcean,API usage fees,Finance,IT Infrastructure,False,2025-07-09 11:11:54
651,2024-09-25,769.11,Canon Business,Software/hardware,Operations,Equipment,False,2025-07-09 11:11:54
652,2025-02-20,1159.47,Apple Business,Office furniture,Marketing,Equipment,False,2025-07-09 11:11:54
653,2025-01-30,8840.34,BambooHR,Recruitment fees,Engineering,Personnel,True,2025-07-09 11:11:54
654,2024-07-20,2292.43,Enterprise Rent-A-Car,Business trip,HR,Travel,False,2025-07-09 11:11:54
655,2024-09-28,7388.14,EY,Accounting services,Finance,Professional Services,False,2025-07-09 11:11:54
656,2024-09-04,4145.28,Canva,Marketing tools subscription,Marketing,Marketing,False,2025-07-09 11:11:54
657,2024-09-07,3061.42,EY,Accounting services,Sales,Professional Services,False,2025-07-09 11:11:54
658,2024-08-17,3618.85,LinkedIn Marketing,Marketing tools subscription,Operations,Marketing,False,2025-07-09 11:11:54
659,2024-07-21,4760.76,Workday,Contractor payment,Marketing,Personnel,False,2025-07-09 11:11:54
660,2025-07-04,11899.59,Gusto,Employee benefits,Engineering,Personnel,False,2025-07-09 11:11:54
661,2025-02-03,1547.84,Heroku,API usage fees,Operations,IT Infrastructure,True,2025-07-09 11:11:54
662,2024-12-22,349.73,IKEA Business,Meeting room supplies,Sales,Office Supplies,False,2025-07-09 11:11:54
663,2025-05-26,301.61,Miscellaneous Vendor,Miscellaneous expense,HR,Other,False,2025-07-09 11:11:54
664,2024-07-27,1036.09,Waste Management,Internet service,Finance,Utilities,False,2025-07-09 11:11:54
665,2024-08-29,3481.33,Indeed Hiring,Contractor payment,Engineering,Personnel,True,2025-07-09 11:11:54
666,2025-07-09,671.7,Miscellaneous Vendor,General business cost,HR,Other,False,2025-07-09 11:11:54
667,2025-02-20,13336.94,Gusto,Contractor payment,Operations,Personnel,True,2025-07-09 11:11:54
668,2024-09-30,105.28,O'Reilly Media,Professional certification,Sales,Training,False,2025-07-09 11:11:54
669,2024-08-16,148.74,General Supplies Co,General business cost,Marketing,Other,False,2025-07-09 11:11:54
670,2025-02-14,952.93,Miscellaneous Vendor,Miscellaneous expense,Engineering,Other,False,2025-07-09 11:11:54
671,2025-06-27,3318.46,Lenovo,Office furniture,HR,Equipment,False,2025-07-09 11:11:54
672,2024-11-12,1061.29,Atlassian,Software licenses,Operations,IT Infrastructure,True,2025-07-09 11:11:54
673,2024-08-29,1241.91,Pluralsight,Online course,Engineering,Training,False,2025-07-09 11:11:54
674,2024-11-21,834.87,Enterprise Rent-A-Car,Conference travel,Operations,Travel,False,2025-07-09 11:11:54
675,2025-02-24,3414.37,Apple Business,Computer equipment,HR,Equipment,False,2025-07-09 11:11:54
676,2024-09-13,2251.18,Marriott Hotels,Conference travel,Executive,Travel,False,2025-07-09 11:11:54
677,2024-12-01,1750.68,AWS,Cloud hosting costs,Executive,IT Infrastructure,True,2025-07-09 11:11:54
678,2024-12-03,2387.62,KPMG,Business consulting,Finance,Professional Services,False,2025-07-09 11:11:54
679,2024-11-29,5121.26,Indeed Hiring,Employee benefits,Executive,Personnel,True,2025-07-09 11:11:54
680,2024-10-08,1155.28,United Airlines,Business trip,Sales,Travel,False,2025-07-09 11:11:54
681,2025-02-07,346.73,Pacific Gas & Electric,Internet service,HR,Utilities,False,2025-07-09 11:11:54
682,2025-02-12,408.05,Waste Management,Monthly utilities,Engineering,Utilities,False,2025-07-09 11:11:54
683,2025-01-30,7405.32,McKinsey,Business consulting,Finance,Professional Services,False,2025-07-09 11:11:54
684,2025-03-20,4924.3,Lenovo,Computer equipment,Finance,Equipment,False,2025-07-09 11:11:54
685,2024-08-27,12888.09,Indeed Hiring,Contractor payment,Engineering,Personnel,False,2025-07-09 11:11:54
686,2024-07-18,518.98,Pacific Gas & Electric,Phone service,Sales,Utilities,False,2025-07-09 11:11:54
687,2025-02-11,460.55,AWS Training,Conference registration,Executive,Training,False,2025-07-09 11:11:54
688,2024-10-05,6227.05,LinkedIn Recruiter,Contractor payment,Engineering,Personnel,True,2025-07-09 11:11:54
689,2025-01-01,5481.64,McKinsey,Legal consultation,Executive,Professional Services,False,2025-07-09 11:11:54
690,2025-01-22,1308.47,Conference Registration,Professional certification,Sales,Training,False,2025-07-09 11:11:54
691,2024-12-18,12273.81,BambooHR,Contractor payment,Marketing,Personnel,True,2025-07-09 11:11:54
692,2025-06-19,607.94,General Supplies Co,Miscellaneous expense,Marketing,Other,False,2025-07-09 11:11:54
693,2025-07-01,1934.64,Conference Registration,Professional certification,Marketing,Training,False,2025-07-09 11:11:54
694,2025-01-23,6240.58,Smith & Associates,Business consulting,Engineering,Professional Services,False,2025-07-09 11:11:54
695,2025-04-16,10772.35,JetBrains,API usage fees,Executive,IT Infrastructure,False,2025-07-09 11:11:54
696,2024-07-31,529.18,Uber,Business trip,Finance,Travel,False,2025-07-09 11:11:54
697,2024-12-28,1007.77,Comcast Business,Phone service,HR,Utilities,False,2025-07-09 11:11:54
698,2024-12-27,3841.89,Hootsuite,Ad campaign,Sales,Marketing,False,2025-07-09 11:11:54
699,2025-04-24,2479.63,United Airlines,Conference travel,Finance,Travel,False,2025-07-09 11:11:54
700,2025-05-01,148.11,IKEA Business,Meeting room supplies,Operations,Office Supplies,False,2025-07-09 11:11:54
701,2024-08-12,753.39,Waste Management,Monthly utilities,Marketing,Utilities,False,2025-07-09 11:11:54
702,2024-10-07,4357.05,LinkedIn Marketing,Ad campaign,Sales,Marketing,False,2025-07-09 11:11:54
703,2024-11-24,3601.12,Dell Business,Software/hardware,Marketing,Equipment,False,2025-07-09 11:11:54
704,2024-07-26,291.52,LinkedIn Learning,Professional certification,Sales,Training,False,2025-07-09 11:11:54
705,2024-12-07,1074.67,EY,Business consulting,Sales,Professional Services,False,2025-07-09 11:11:54
706,2024-09-20,3435.82,Mailchimp,Content creation,Finance,Marketing,False,2025-07-09 11:11:54
707,2025-03-16,1585.28,Slack,API usage fees,Operations,IT Infrastructure,False,2025-07-09 11:11:54
708,2024-07-14,5607.28,Indeed Hiring,Contractor payment,Marketing,Personnel,False,2025-07-09 11:11:54
709,2024-10-11,297.92,General Supplies Co,General business cost,HR,Other,False,2025-07-09 11:11:54
710,2025-03-04,421.4,Best Buy Business,Office materials,Engineering,Office Supplies,False,2025-07-09 11:11:54
711,2024-09-24,889.42,Miscellaneous Vendor,Miscellaneous expense,Marketing,Other,False,2025-07-09 11:11:54
712,2025-04-19,1079.18,Conference Registration,Online course,HR,Training,False,2025-07-09 11:11:54
713,2024-12-28,3099.46,Dell Business,Software/hardware,Finance,Equipment,False,2025-07-09 11:11:54
714,2024-12-17,1268.57,Comcast Business,Monthly utilities,Marketing,Utilities,True,2025-07-09 11:11:54
715,2024-10-29,3210.77,NetGear,Software/hardware,HR,Equipment,False,2025-07-09 11:11:54
716,2024-10-16,1238.66,Verizon Business,Monthly utilities,Engineering,Utilities,False,2025-07-09 11:11:54
717,2025-04-24,921.39,General Supplies Co,General business cost,Operations,Other,False,2025-07-09 11:11:54
718,2024-08-18,6728.15,EY,Accounting services,Executive,Professional Services,False,2025-07-09 11:11:54
719,2025-04-13,887.11,Uber,Client meeting travel,Engineering,Travel,False,2025-07-09 11:11:54
720,2024-11-27,680.63,Verizon Business,Monthly utilities,Marketing,Utilities,True,2025-07-09 11:11:54
721,2024-12-08,342.18,Staples,Meeting room supplies,Engineering,Office Supplies,False,2025-07-09 11:11:54
722,2024-12-05,2156.38,Marriott Hotels,Business trip,HR,Travel,False,2025-07-09 11:11:54
723,2025-04-23,39791.0,Paychex,Contractor payment,Operations,Personnel,False,2025-07-09 11:11:54
724,2024-08-12,1513.73,DigitalOcean,API usage fees,HR,IT Infrastructure,False,2025-07-09 11:11:54
725,2025-01-28,12733.26,ADP Payroll,Employee benefits,HR,Personnel,False,2025-07-09 11:11:54
726,2025-04-16,6166.99,McKinsey,Accounting services,Executive,Professional Services,False,2025-07-09 11:11:54
727,2025-01-31,246.55,GitHub,Cloud hosting costs,Sales,IT Infrastructure,False,2025-07-09 11:11:54
728,2025-04-17,58.18,Best Buy Business,Desk supplies,Engineering,Office Supplies,False,2025-07-09 11:11:54
729,2025-06-25,1799.75,Cisco Systems,Software/hardware,Sales,Equipment,False,2025-07-09 11:11:54
730,2025-05-10,733.63,Docker,API usage fees,Executive,IT Infrastructure,False,2025-07-09 11:11:54
731,2025-01-13,2092.92,Google Ads,Marketing tools subscription,Sales,Marketing,False,2025-07-09 11:11:54
732,2025-02-19,5744.04,KPMG,Legal consultation,Finance,Professional Services,False,2025-07-09 11:11:54
733,2025-03-25,516.86,Miscellaneous Vendor,Miscellaneous expense,Executive,Other,False,2025-07-09 11:11:54
734,2025-01-11,697.83,Xerox,Software/hardware,Engineering,Equipment,False,2025-07-09 11:11:54
735,2024-10-23,430.52,Miscellaneous Vendor,General business cost,Sales,Other,False,2025-07-09 11:11:54
736,2024-08-04,768.84,Office Depot,Office materials,Engineering,Office Supplies,False,2025-07-09 11:11:54
737,2025-02-12,5910.37,PwC,Business consulting,Sales,Professional Services,False,2025-07-09 11:11:54
738,2025-06-09,4416.34,Legal Services Inc,Legal consultation,Sales,Professional Services,False,2025-07-09 11:11:54
739,2025-02-09,2809.09,Canon Business,Office furniture,Marketing,Equipment,False,2025-07-09 11:11:54
740,2025-01-20,2646.47,Adobe Creative,Ad campaign,Operations,Marketing,False,2025-07-09 11:11:54
741,2024-12-21,304.28,Best Buy Business,Office materials,Sales,Office Supplies,False,2025-07-09 11:11:54
742,2024-09-18,4894.45,Facebook Ads,Content creation,Engineering,Marketing,False,2025-07-09 11:11:54
743,2025-05-23,4606.66,Facebook Ads,Content creation,HR,Marketing,False,2025-07-09 11:11:54
744,2024-10-30,700.18,Costco Business,Office materials,HR,Office Supplies,False,2025-07-09 11:11:54
745,2024-09-20,138.04,Miscellaneous Vendor,Miscellaneous expense,Finance,Other,False,2025-07-09 11:11:54
746,2024-10-03,1238.99,GitHub,Software licenses,Executive,IT Infrastructure,False,2025-07-09 11:11:54
747,2024-12-16,580.52,DigitalOcean,API usage fees,HR,IT Infrastructure,False,2025-07-09 11:11:54
748,2025-03-29,4358.65,Smith & Associates,Legal consultation,Sales,Professional Services,False,2025-07-09 11:11:54
749,2025-04-07,1996.82,Salesforce,Ad campaign,Sales,Marketing,False,2025-07-09 11:11:54
750,2024-09-26,1732.53,United Airlines,Conference travel,Finance,Travel,False,2025-07-09 11:11:54
751,2024-09-06,620.77,Business Services Inc,General business cost,Executive,Other,False,2025-07-09 11:11:54
752,2025-05-14,1053.86,Google Cloud,Cloud hosting costs,Finance,IT Infrastructure,False,2025-07-09 11:11:54
753,2025-06-06,1165.16,Legal Services Inc,Legal consultation,Sales,Professional Services,False,2025-07-09 11:11:54
754,2024-10-24,1283.13,Mailchimp,Ad campaign,Sales,Marketing,False,2025-07-09 11:11:54
755,2024-12-30,593.09,Pacific Gas & Electric,Phone service,Operations,Utilities,False,2025-07-09 11:11:54
756,2024-12-28,1228.87,HubSpot,Ad campaign,Marketing,Marketing,False,2025-07-09 11:11:54
757,2024-09-06,752.27,Miscellaneous Vendor,Miscellaneous expense,Finance,Other,False,2025-07-09 11:11:54
758,2025-01-19,298.97,General Supplies Co,General business cost,HR,Other,False,2025-07-09 11:11:54
759,2024-09-11,548.7,DigitalOcean,API usage fees,HR,IT Infrastructure,False,2025-07-09 11:11:54
760,2025-02-04,577.8,Canon Business,Office furniture,Engineering,Equipment,False,2025-07-09 11:11:54
761,2025-05-08,565.35,IKEA Business,Meeting room supplies,Marketing,Office Supplies,False,2025-07-09 11:11:54
762,2025-07-02,7928.44,Indeed Hiring,Recruitment fees,Finance,Personnel,False,2025-07-09 11:11:54
763,2025-01-10,436.69,Zoom,API usage fees,HR,IT Infrastructure,False,2025-07-09 11:11:54
764,2025-06-18,1540.93,Pluralsight,Conference registration,Engineering,Training,False,2025-07-09 11:11:54
765,2024-09-17,746.43,Business Services Inc,General business cost,Marketing,Other,False,2025-07-09 11:11:54
766,2025-03-12,561.91,United Airlines,Conference travel,Engineering,Travel,False,2025-07-09 11:11:54
767,2025-05-25,2411.63,Enterprise Rent-A-Car,Client meeting travel,Marketing,Travel,False,2025-07-09 11:11:54
768,2025-05-23,2385.88,DigitalOcean,API usage fees,HR,IT Infrastructure,True,2025-07-09 11:11:54
769,2024-11-28,3152.3,KPMG,Business consulting,Engineering,Professional Services,False,2025-07-09 11:11:54
770,2025-05-12,13303.87,Workday,Employee benefits,Engineering,Personnel,True,2025-07-09 11:11:54
771,2024-08-30,794.61,AWS Training,Conference registration,Sales,Training,False,2025-07-09 11:11:54
772,2025-01-10,420.86,Marriott Hotels,Conference travel,Sales,Travel,False,2025-07-09 11:11:54
773,2024-10-08,643.59,Apple Business,Office furniture,Sales,Equipment,False,2025-07-09 11:11:54
774,2024-12-15,1160.51,HP Enterprise,Software/hardware,Finance,Equipment,False,2025-07-09 11:11:54
775,2025-02-11,840.39,Udemy Business,Professional certification,Marketing,Training,False,2025-07-09 11:11:54
776,2024-09-29,396.49,Miscellaneous Vendor,General business cost,HR,Other,False,2025-07-09 11:11:54
777,2025-06-29,3916.45,Smith & Associates,Legal consultation,Engineering,Professional Services,False,2025-07-09 11:11:54
778,2025-06-29,3894.06,Gusto,Employee benefits,Engineering,Personnel,True,2025-07-09 11:11:54
779,2025-01-26,1547.92,AWS Training,Online course,Marketing,Training,False,2025-07-09 11:11:54
780,2024-11-26,989.02,Enterprise Rent-A-Car,Client meeting travel,Finance,Travel,False,2025-07-09 11:11:54
781,2025-05-13,3068.9,Dell Business,Software/hardware,Executive,Equipment,False,2025-07-09 11:11:54
782,2025-02-15,7862.96,KPMG,Business consulting,Finance,Professional Services,False,2025-07-09 11:11:54
783,2025-07-07,2291.48,Apple Business,Computer equipment,Marketing,Equipment,False,2025-07-09 11:11:54
784,2024-08-13,115.32,AWS Training,Online course,Operations,Training,False,2025-07-09 11:11:54
785,2025-02-25,629.82,AT&T Business,Internet service,Finance,Utilities,False,2025-07-09 11:11:54
786,2025-01-16,5242.2,BambooHR,Recruitment fees,Marketing,Personnel,True,2025-07-09 11:11:54
787,2025-04-28,1514.14,Slack,Cloud hosting costs,Sales,IT Infrastructure,False,2025-07-09 11:11:54
788,2025-02-15,3489.86,Dell Business,Office furniture,HR,Equipment,False,2025-07-09 11:11:54
789,2025-02-09,2305.56,AWS,Cloud hosting costs,Finance,IT Infrastructure,False,2025-07-09 11:11:54
790,2024-10-07,854.13,General Supplies Co,General business cost,Marketing,Other,False,2025-07-09 11:11:54
791,2025-05-20,1311.73,HubSpot,Content creation,Sales,Marketing,False,2025-07-09 11:11:54
792,2024-11-21,220.28,General Supplies Co,Miscellaneous expense,HR,Other,False,2025-07-09 11:11:54
793,2024-10-27,228.57,Business Services Inc,Miscellaneous expense,Operations,Other,False,2025-07-09 11:11:54
794,2024-09-04,893.26,Cisco Systems,Computer equipment,HR,Equipment,False,2025-07-09 11:11:54
795,2025-01-25,1480.69,Zoom,Cloud hosting costs,Operations,IT Infrastructure,False,2025-07-09 11:11:54
796,2025-03-12,609.34,Amazon Business,Meeting room supplies,Operations,Office Supplies,False,2025-07-09 11:11:54
797,2025-06-18,483.84,IKEA Business,Meeting room supplies,Executive,Office Supplies,False,2025-07-09 11:11:54
798,2025-01-04,14336.53,BambooHR,Contractor payment,Engineering,Personnel,False,2025-07-09 11:11:54
799,2024-08-14,12723.83,BambooHR,Employee benefits,Marketing,Personnel,False,2025-07-09 11:11:54
800,2025-03-10,1422.76,Conference Registration,Professional certification,Engineering,Training,False,2025-07-09 11:11:54
801,2025-04-19,6554.78,Paychex,Recruitment fees,Sales,Personnel,False,2025-07-09 11:11:54
802,2025-07-07,5570.22,Workday,Recruitment fees,Finance,Personnel,False,2025-07-09 11:11:54
803,2024-09-07,11566.3,LinkedIn Recruiter,Contractor payment,Executive,Personnel,False,2025-07-09 11:11:54
804,2025-02-14,722.0,IKEA Business,Desk supplies,Marketing,Office Supplies,False,2025-07-09 11:11:54
805,2025-06-22,1705.75,Pluralsight,Professional certification,Finance,Training,False,2025-07-09 11:11:54
806,2025-02-14,1131.12,Verizon Business,Phone service,Executive,Utilities,True,2025-07-09 11:11:54
807,2025-07-03,1944.41,Mailchimp,Marketing tools subscription,Marketing,Marketing,False,2025-07-09 11:11:54
808,2024-12-15,5999.15,Workday,Recruitment fees,Sales,Personnel,False,2025-07-09 11:11:54
809,2025-03-11,468.48,Business Services Inc,General business cost,Finance,Other,False,2025-07-09 11:11:54
