date,amount,vendor,description,department,category,created_at
2025-02-20,12062.96,Indeed Hiring,Contractor payment,Marketing,Personnel,2025-07-09 11:25:08
2024-08-14,759.31,General Supplies Co,Miscellaneous expense,HR,Other,2025-07-09 11:25:08
2025-04-25,3692.22,Facebook Ads,Content creation,Operations,Marketing,2025-07-09 11:25:08
2024-12-06,3244.93,Apple Business,Office furniture,Executive,Equipment,2025-07-09 11:25:08
2025-03-12,7244.39,LinkedIn Recruiter,Contractor payment,Marketing,Personnel,2025-07-09 11:25:08
2024-12-22,2206.32,Marriott Hotels,Client meeting travel,Engineering,Travel,2025-07-09 11:25:08
2025-03-05,7586.79,Gusto,Employee benefits,Marketing,Personnel,2025-07-09 11:25:08
2024-09-13,579.84,LinkedIn Learning,Conference registration,Executive,Training,2025-07-09 11:25:08
2024-10-11,920.57,General Supplies Co,Miscellaneous expense,Finance,Other,2025-07-09 11:25:08
2024-12-26,378.79,Home Depot,Desk supplies,Executive,Office Supplies,2025-07-09 11:25:08
2025-03-30,3773.45,Adobe Creative,Ad campaign,Finance,Marketing,2025-07-09 11:25:08
2025-04-17,15368.67,BambooHR,Contractor payment,Marketing,Personnel,2025-07-09 11:25:08
2024-11-06,1295.16,Dell Business,Office furniture,Marketing,Equipment,2025-07-09 11:25:08
2025-05-11,971.82,Verizon Business,Phone service,Marketing,Utilities,2025-07-09 11:25:08
2025-03-09,1959.75,Delta Airlines,Business trip,HR,Travel,2025-07-09 11:25:08
2024-07-18,1273.94,Cisco Systems,Computer equipment,Engineering,Equipment,2025-07-09 11:25:08
2025-05-15,1356.06,Waste Management,Phone service,Sales,Utilities,2025-07-09 11:25:08
2024-09-06,13592.16,Workday,Employee benefits,Finance,Personnel,2025-07-09 11:25:08
2025-04-07,5235.5,EY,Business consulting,Executive,Professional Services,2025-07-09 11:25:08
2025-02-27,11924.43,Workday,Employee benefits,Finance,Personnel,2025-07-09 11:25:08
2024-10-14,1530.08,Udemy Business,Conference registration,Executive,Training,2025-07-09 11:25:08
2025-05-22,407.56,Coursera Business,Online course,Finance,Training,2025-07-09 11:25:08
2025-01-31,3808.47,Canon Business,Computer equipment,Sales,Equipment,2025-07-09 11:25:08
2024-12-30,8237.1,Workday,Contractor payment,Engineering,Personnel,2025-07-09 11:25:08
2025-01-23,347.27,Google Cloud,Cloud hosting costs,HR,IT Infrastructure,2025-07-09 11:25:08
2024-12-26,2171.46,GitHub,Software licenses,Operations,IT Infrastructure,2025-07-09 11:25:08
2025-04-14,2859.22,JetBrains,Cloud hosting costs,Finance,IT Infrastructure,2025-07-09 11:25:08
2025-04-01,2471.52,Lyft,Client meeting travel,Engineering,Travel,2025-07-09 11:25:08
2024-07-25,7590.55,KPMG,Accounting services,Finance,Professional Services,2025-07-09 11:25:08
2025-04-03,302.86,AT&T Business,Internet service,Marketing,Utilities,2025-07-09 11:25:08
2024-12-12,927.93,Miscellaneous Vendor,Miscellaneous expense,Engineering,Other,2025-07-09 11:25:08
2025-06-06,788.83,HubSpot,Marketing tools subscription,Operations,Marketing,2025-07-09 11:25:08
2024-09-28,6156.22,EY,Business consulting,Operations,Professional Services,2025-07-09 11:25:08
2024-11-11,549.27,Business Services Inc,Miscellaneous expense,Finance,Other,2025-07-09 11:25:08
2024-10-02,3682.58,Xerox,Office furniture,Finance,Equipment,2025-07-09 11:25:08
2025-05-26,4366.58,AWS Training,Online course,Engineering,Training,2025-07-09 11:25:08
2024-11-26,346.88,Comcast Business,Internet service,HR,Utilities,2025-07-09 11:25:08
2025-06-11,1065.91,AT&T Business,Monthly utilities,Finance,Utilities,2025-07-09 11:25:08
2024-08-16,279.37,Udemy Business,Professional certification,Operations,Training,2025-07-09 11:25:08
2025-04-01,1513.66,Facebook Ads,Ad campaign,HR,Marketing,2025-07-09 11:25:08
2024-12-08,1377.79,Uber,Client meeting travel,HR,Travel,2025-07-09 11:25:08
2024-09-23,5960.05,Lyft,Conference travel,Operations,Travel,2025-07-09 11:25:08
2025-01-12,2192.89,Apple Business,Office furniture,Finance,Equipment,2025-07-09 11:25:08
2024-11-12,4594.28,Hootsuite,Content creation,Executive,Marketing,2025-07-09 11:25:08
2025-04-05,2000.79,Cisco Systems,Computer equipment,HR,Equipment,2025-07-09 11:25:08
2024-08-04,776.09,Docker,Software licenses,HR,IT Infrastructure,2025-07-09 11:25:08
2024-11-27,841.68,General Supplies Co,General business cost,Operations,Other,2025-07-09 11:25:08
2025-03-09,1469.32,Google Cloud,API usage fees,Operations,IT Infrastructure,2025-07-09 11:25:08
2024-10-01,102.52,Office Depot,Meeting room supplies,Operations,Office Supplies,2025-07-09 11:25:08
2024-08-18,2089.25,Salesforce,Ad campaign,Engineering,Marketing,2025-07-09 11:25:08
2024-12-20,3176.15,Xerox,Computer equipment,Engineering,Equipment,2025-07-09 11:25:08
2025-04-17,742.22,Business Services Inc,General business cost,Operations,Other,2025-07-09 11:25:08
2025-03-09,3487.84,Canon Business,Software/hardware,HR,Equipment,2025-07-09 11:25:08
2025-04-03,3924.77,HubSpot,Content creation,Sales,Marketing,2025-07-09 11:25:08
2025-02-27,498.67,Home Depot,Office materials,Operations,Office Supplies,2025-07-09 11:25:08
2025-04-12,2130.69,Office Depot,Office materials,Executive,Office Supplies,2025-07-09 11:25:08
2024-10-07,692.13,AT&T Business,Phone service,Sales,Utilities,2025-07-09 11:25:08
2024-12-05,4612.31,Facebook Ads,Marketing tools subscription,Executive,Marketing,2025-07-09 11:25:08
2024-07-17,293.06,Amazon Business,Desk supplies,Executive,Office Supplies,2025-07-09 11:25:08
2025-04-11,2311.06,Uber,Conference travel,Operations,Travel,2025-07-09 11:25:08
2024-10-04,174.93,Pluralsight,Online course,Sales,Training,2025-07-09 11:25:08
2024-10-11,6017.21,Paychex,Recruitment fees,Executive,Personnel,2025-07-09 11:25:08
2024-10-07,797.6,Costco Business,Desk supplies,Executive,Office Supplies,2025-07-09 11:25:08
2025-01-27,542.77,General Supplies Co,Miscellaneous expense,HR,Other,2025-07-09 11:25:08
2025-06-27,1421.89,DigitalOcean,API usage fees,Finance,IT Infrastructure,2025-07-09 11:25:08
2024-09-25,769.11,Canon Business,Software/hardware,Operations,Equipment,2025-07-09 11:25:08
2025-02-20,1159.47,Apple Business,Office furniture,Marketing,Equipment,2025-07-09 11:25:08
2025-01-30,8840.34,BambooHR,Recruitment fees,Engineering,Personnel,2025-07-09 11:25:08
2024-07-20,2292.43,Enterprise Rent-A-Car,Business trip,HR,Travel,2025-07-09 11:25:08
2024-09-28,7388.14,EY,Accounting services,Finance,Professional Services,2025-07-09 11:25:08
2024-09-04,4145.28,Canva,Marketing tools subscription,Marketing,Marketing,2025-07-09 11:25:08
2024-09-07,3061.42,EY,Accounting services,Sales,Professional Services,2025-07-09 11:25:08
2024-08-17,3618.85,LinkedIn Marketing,Marketing tools subscription,Operations,Marketing,2025-07-09 11:25:08
2024-07-21,4760.76,Workday,Contractor payment,Marketing,Personnel,2025-07-09 11:25:08
2025-07-04,11899.59,Gusto,Employee benefits,Engineering,Personnel,2025-07-09 11:25:08
2025-02-03,1547.84,Heroku,API usage fees,Operations,IT Infrastructure,2025-07-09 11:25:08
2024-12-22,349.73,IKEA Business,Meeting room supplies,Sales,Office Supplies,2025-07-09 11:25:08
2025-05-26,301.61,Miscellaneous Vendor,Miscellaneous expense,HR,Other,2025-07-09 11:25:08
2024-07-27,1036.09,Waste Management,Internet service,Finance,Utilities,2025-07-09 11:25:08
2024-08-29,3481.33,Indeed Hiring,Contractor payment,Engineering,Personnel,2025-07-09 11:25:08
2025-07-09,671.7,Miscellaneous Vendor,General business cost,HR,Other,2025-07-09 11:25:08
2025-02-20,13336.94,Gusto,Contractor payment,Operations,Personnel,2025-07-09 11:25:08
2024-09-30,105.28,O'Reilly Media,Professional certification,Sales,Training,2025-07-09 11:25:08
2024-08-16,148.74,General Supplies Co,General business cost,Marketing,Other,2025-07-09 11:25:08
2025-02-14,952.93,Miscellaneous Vendor,Miscellaneous expense,Engineering,Other,2025-07-09 11:25:08
2025-06-27,3318.46,Lenovo,Office furniture,HR,Equipment,2025-07-09 11:25:08
2024-11-12,1061.29,Atlassian,Software licenses,Operations,IT Infrastructure,2025-07-09 11:25:08
2024-08-29,1241.91,Pluralsight,Online course,Engineering,Training,2025-07-09 11:25:08
2024-11-21,834.87,Enterprise Rent-A-Car,Conference travel,Operations,Travel,2025-07-09 11:25:08
2025-02-24,3414.37,Apple Business,Computer equipment,HR,Equipment,2025-07-09 11:25:08
2024-09-13,2251.18,Marriott Hotels,Conference travel,Executive,Travel,2025-07-09 11:25:08
2024-12-01,1750.68,AWS,Cloud hosting costs,Executive,IT Infrastructure,2025-07-09 11:25:08
2024-12-03,2387.62,KPMG,Business consulting,Finance,Professional Services,2025-07-09 11:25:08
2024-11-29,5121.26,Indeed Hiring,Employee benefits,Executive,Personnel,2025-07-09 11:25:08
2024-10-08,1155.28,United Airlines,Business trip,Sales,Travel,2025-07-09 11:25:08
2025-02-07,346.73,Pacific Gas & Electric,Internet service,HR,Utilities,2025-07-09 11:25:08
2025-02-12,408.05,Waste Management,Monthly utilities,Engineering,Utilities,2025-07-09 11:25:08
2025-01-30,7405.32,McKinsey,Business consulting,Finance,Professional Services,2025-07-09 11:25:08
2025-03-20,4924.3,Lenovo,Computer equipment,Finance,Equipment,2025-07-09 11:25:08
2024-08-27,12888.09,Indeed Hiring,Contractor payment,Engineering,Personnel,2025-07-09 11:25:08
2024-07-18,518.98,Pacific Gas & Electric,Phone service,Sales,Utilities,2025-07-09 11:25:08
2025-02-11,460.55,AWS Training,Conference registration,Executive,Training,2025-07-09 11:25:08
2024-10-05,6227.05,LinkedIn Recruiter,Contractor payment,Engineering,Personnel,2025-07-09 11:25:08
2025-01-01,5481.64,McKinsey,Legal consultation,Executive,Professional Services,2025-07-09 11:25:08
2025-01-22,1308.47,Conference Registration,Professional certification,Sales,Training,2025-07-09 11:25:08
2024-12-18,12273.81,BambooHR,Contractor payment,Marketing,Personnel,2025-07-09 11:25:08
2025-06-19,607.94,General Supplies Co,Miscellaneous expense,Marketing,Other,2025-07-09 11:25:08
2025-07-01,1934.64,Conference Registration,Professional certification,Marketing,Training,2025-07-09 11:25:08
2025-01-23,6240.58,Smith & Associates,Business consulting,Engineering,Professional Services,2025-07-09 11:25:08
2025-04-16,10772.35,JetBrains,API usage fees,Executive,IT Infrastructure,2025-07-09 11:25:08
2024-07-31,529.18,Uber,Business trip,Finance,Travel,2025-07-09 11:25:08
2024-12-28,1007.77,Comcast Business,Phone service,HR,Utilities,2025-07-09 11:25:08
2024-12-27,3841.89,Hootsuite,Ad campaign,Sales,Marketing,2025-07-09 11:25:08
2025-04-24,2479.63,United Airlines,Conference travel,Finance,Travel,2025-07-09 11:25:08
2025-05-01,148.11,IKEA Business,Meeting room supplies,Operations,Office Supplies,2025-07-09 11:25:08
2024-08-12,753.39,Waste Management,Monthly utilities,Marketing,Utilities,2025-07-09 11:25:08
2024-10-07,4357.05,LinkedIn Marketing,Ad campaign,Sales,Marketing,2025-07-09 11:25:08
2024-11-24,3601.12,Dell Business,Software/hardware,Marketing,Equipment,2025-07-09 11:25:08
2024-07-26,291.52,LinkedIn Learning,Professional certification,Sales,Training,2025-07-09 11:25:08
2024-12-07,1074.67,EY,Business consulting,Sales,Professional Services,2025-07-09 11:25:08
2024-09-20,3435.82,Mailchimp,Content creation,Finance,Marketing,2025-07-09 11:25:08
2025-03-16,1585.28,Slack,API usage fees,Operations,IT Infrastructure,2025-07-09 11:25:08
2024-07-14,5607.28,Indeed Hiring,Contractor payment,Marketing,Personnel,2025-07-09 11:25:08
2024-10-11,297.92,General Supplies Co,General business cost,HR,Other,2025-07-09 11:25:08
2025-03-04,421.4,Best Buy Business,Office materials,Engineering,Office Supplies,2025-07-09 11:25:08
2024-09-24,889.42,Miscellaneous Vendor,Miscellaneous expense,Marketing,Other,2025-07-09 11:25:08
2025-04-19,1079.18,Conference Registration,Online course,HR,Training,2025-07-09 11:25:08
2024-12-28,3099.46,Dell Business,Software/hardware,Finance,Equipment,2025-07-09 11:25:08
2024-12-17,1268.57,Comcast Business,Monthly utilities,Marketing,Utilities,2025-07-09 11:25:08
2024-10-29,3210.77,NetGear,Software/hardware,HR,Equipment,2025-07-09 11:25:08
2024-10-16,1238.66,Verizon Business,Monthly utilities,Engineering,Utilities,2025-07-09 11:25:08
2025-04-24,921.39,General Supplies Co,General business cost,Operations,Other,2025-07-09 11:25:08
2024-08-18,6728.15,EY,Accounting services,Executive,Professional Services,2025-07-09 11:25:08
2025-04-13,887.11,Uber,Client meeting travel,Engineering,Travel,2025-07-09 11:25:08
2024-11-27,680.63,Verizon Business,Monthly utilities,Marketing,Utilities,2025-07-09 11:25:08
2024-12-08,342.18,Staples,Meeting room supplies,Engineering,Office Supplies,2025-07-09 11:25:08
2024-12-05,2156.38,Marriott Hotels,Business trip,HR,Travel,2025-07-09 11:25:08
2025-04-23,39791.0,Paychex,Contractor payment,Operations,Personnel,2025-07-09 11:25:08
2024-08-12,1513.73,DigitalOcean,API usage fees,HR,IT Infrastructure,2025-07-09 11:25:08
2025-01-28,12733.26,ADP Payroll,Employee benefits,HR,Personnel,2025-07-09 11:25:08
2025-04-16,6166.99,McKinsey,Accounting services,Executive,Professional Services,2025-07-09 11:25:08
2025-01-31,246.55,GitHub,Cloud hosting costs,Sales,IT Infrastructure,2025-07-09 11:25:08
2025-04-17,58.18,Best Buy Business,Desk supplies,Engineering,Office Supplies,2025-07-09 11:25:08
2025-06-25,1799.75,Cisco Systems,Software/hardware,Sales,Equipment,2025-07-09 11:25:08
2025-05-10,733.63,Docker,API usage fees,Executive,IT Infrastructure,2025-07-09 11:25:08
2025-01-13,2092.92,Google Ads,Marketing tools subscription,Sales,Marketing,2025-07-09 11:25:08
2025-02-19,5744.04,KPMG,Legal consultation,Finance,Professional Services,2025-07-09 11:25:08
2025-03-25,516.86,Miscellaneous Vendor,Miscellaneous expense,Executive,Other,2025-07-09 11:25:08
2025-01-11,697.83,Xerox,Software/hardware,Engineering,Equipment,2025-07-09 11:25:08
2024-10-23,430.52,Miscellaneous Vendor,General business cost,Sales,Other,2025-07-09 11:25:08
2024-08-04,768.84,Office Depot,Office materials,Engineering,Office Supplies,2025-07-09 11:25:08
2025-02-12,5910.37,PwC,Business consulting,Sales,Professional Services,2025-07-09 11:25:08
2025-06-09,4416.34,Legal Services Inc,Legal consultation,Sales,Professional Services,2025-07-09 11:25:08
2025-02-09,2809.09,Canon Business,Office furniture,Marketing,Equipment,2025-07-09 11:25:08
2025-01-20,2646.47,Adobe Creative,Ad campaign,Operations,Marketing,2025-07-09 11:25:08
2024-12-21,304.28,Best Buy Business,Office materials,Sales,Office Supplies,2025-07-09 11:25:08
2024-09-18,4894.45,Facebook Ads,Content creation,Engineering,Marketing,2025-07-09 11:25:08
2025-05-23,4606.66,Facebook Ads,Content creation,HR,Marketing,2025-07-09 11:25:08
2024-10-30,700.18,Costco Business,Office materials,HR,Office Supplies,2025-07-09 11:25:08
2024-09-20,138.04,Miscellaneous Vendor,Miscellaneous expense,Finance,Other,2025-07-09 11:25:08
2024-10-03,1238.99,GitHub,Software licenses,Executive,IT Infrastructure,2025-07-09 11:25:08
2024-12-16,580.52,DigitalOcean,API usage fees,HR,IT Infrastructure,2025-07-09 11:25:08
2025-03-29,4358.65,Smith & Associates,Legal consultation,Sales,Professional Services,2025-07-09 11:25:08
2025-04-07,1996.82,Salesforce,Ad campaign,Sales,Marketing,2025-07-09 11:25:08
2024-09-26,1732.53,United Airlines,Conference travel,Finance,Travel,2025-07-09 11:25:08
2024-09-06,620.77,Business Services Inc,General business cost,Executive,Other,2025-07-09 11:25:08
2025-05-14,1053.86,Google Cloud,Cloud hosting costs,Finance,IT Infrastructure,2025-07-09 11:25:08
2025-06-06,1165.16,Legal Services Inc,Legal consultation,Sales,Professional Services,2025-07-09 11:25:08
2024-10-24,1283.13,Mailchimp,Ad campaign,Sales,Marketing,2025-07-09 11:25:08
2024-12-30,593.09,Pacific Gas & Electric,Phone service,Operations,Utilities,2025-07-09 11:25:08
2024-12-28,1228.87,HubSpot,Ad campaign,Marketing,Marketing,2025-07-09 11:25:08
2024-09-06,752.27,Miscellaneous Vendor,Miscellaneous expense,Finance,Other,2025-07-09 11:25:08
2025-01-19,298.97,General Supplies Co,General business cost,HR,Other,2025-07-09 11:25:08
2024-09-11,548.7,DigitalOcean,API usage fees,HR,IT Infrastructure,2025-07-09 11:25:08
2025-02-04,577.8,Canon Business,Office furniture,Engineering,Equipment,2025-07-09 11:25:08
2025-05-08,565.35,IKEA Business,Meeting room supplies,Marketing,Office Supplies,2025-07-09 11:25:08
2025-07-02,7928.44,Indeed Hiring,Recruitment fees,Finance,Personnel,2025-07-09 11:25:08
2025-01-10,436.69,Zoom,API usage fees,HR,IT Infrastructure,2025-07-09 11:25:08
2025-06-18,1540.93,Pluralsight,Conference registration,Engineering,Training,2025-07-09 11:25:08
2024-09-17,746.43,Business Services Inc,General business cost,Marketing,Other,2025-07-09 11:25:08
2025-03-12,561.91,United Airlines,Conference travel,Engineering,Travel,2025-07-09 11:25:08
2025-05-25,2411.63,Enterprise Rent-A-Car,Client meeting travel,Marketing,Travel,2025-07-09 11:25:08
2025-05-23,2385.88,DigitalOcean,API usage fees,HR,IT Infrastructure,2025-07-09 11:25:08
2024-11-28,3152.3,KPMG,Business consulting,Engineering,Professional Services,2025-07-09 11:25:08
2025-05-12,13303.87,Workday,Employee benefits,Engineering,Personnel,2025-07-09 11:25:08
2024-08-30,794.61,AWS Training,Conference registration,Sales,Training,2025-07-09 11:25:08
2025-01-10,420.86,Marriott Hotels,Conference travel,Sales,Travel,2025-07-09 11:25:08
2024-10-08,643.59,Apple Business,Office furniture,Sales,Equipment,2025-07-09 11:25:08
2024-12-15,1160.51,HP Enterprise,Software/hardware,Finance,Equipment,2025-07-09 11:25:08
2025-02-11,840.39,Udemy Business,Professional certification,Marketing,Training,2025-07-09 11:25:08
2024-09-29,396.49,Miscellaneous Vendor,General business cost,HR,Other,2025-07-09 11:25:08
2025-06-29,3916.45,Smith & Associates,Legal consultation,Engineering,Professional Services,2025-07-09 11:25:08
2025-06-29,3894.06,Gusto,Employee benefits,Engineering,Personnel,2025-07-09 11:25:08
2025-01-26,1547.92,AWS Training,Online course,Marketing,Training,2025-07-09 11:25:08
2024-11-26,989.02,Enterprise Rent-A-Car,Client meeting travel,Finance,Travel,2025-07-09 11:25:08
2025-05-13,3068.9,Dell Business,Software/hardware,Executive,Equipment,2025-07-09 11:25:08
2025-02-15,7862.96,KPMG,Business consulting,Finance,Professional Services,2025-07-09 11:25:08
2025-07-07,2291.48,Apple Business,Computer equipment,Marketing,Equipment,2025-07-09 11:25:08
2024-08-13,115.32,AWS Training,Online course,Operations,Training,2025-07-09 11:25:08
2025-02-25,629.82,AT&T Business,Internet service,Finance,Utilities,2025-07-09 11:25:08
2025-01-16,5242.2,BambooHR,Recruitment fees,Marketing,Personnel,2025-07-09 11:25:08
2025-04-28,1514.14,Slack,Cloud hosting costs,Sales,IT Infrastructure,2025-07-09 11:25:08
2025-02-15,3489.86,Dell Business,Office furniture,HR,Equipment,2025-07-09 11:25:08
2025-02-09,2305.56,AWS,Cloud hosting costs,Finance,IT Infrastructure,2025-07-09 11:25:08
2024-10-07,854.13,General Supplies Co,General business cost,Marketing,Other,2025-07-09 11:25:08
2025-05-20,1311.73,HubSpot,Content creation,Sales,Marketing,2025-07-09 11:25:08
2024-11-21,220.28,General Supplies Co,Miscellaneous expense,HR,Other,2025-07-09 11:25:08
2024-10-27,228.57,Business Services Inc,Miscellaneous expense,Operations,Other,2025-07-09 11:25:08
2024-09-04,893.26,Cisco Systems,Computer equipment,HR,Equipment,2025-07-09 11:25:08
2025-01-25,1480.69,Zoom,Cloud hosting costs,Operations,IT Infrastructure,2025-07-09 11:25:08
2025-03-12,609.34,Amazon Business,Meeting room supplies,Operations,Office Supplies,2025-07-09 11:25:08
2025-06-18,483.84,IKEA Business,Meeting room supplies,Executive,Office Supplies,2025-07-09 11:25:08
2025-01-04,14336.53,BambooHR,Contractor payment,Engineering,Personnel,2025-07-09 11:25:08
2024-08-14,12723.83,BambooHR,Employee benefits,Marketing,Personnel,2025-07-09 11:25:08
2025-03-10,1422.76,Conference Registration,Professional certification,Engineering,Training,2025-07-09 11:25:08
2025-04-19,6554.78,Paychex,Recruitment fees,Sales,Personnel,2025-07-09 11:25:08
2025-07-07,5570.22,Workday,Recruitment fees,Finance,Personnel,2025-07-09 11:25:08
2024-09-07,11566.3,LinkedIn Recruiter,Contractor payment,Executive,Personnel,2025-07-09 11:25:08
2025-02-14,722.0,IKEA Business,Desk supplies,Marketing,Office Supplies,2025-07-09 11:25:08
2025-06-22,1705.75,Pluralsight,Professional certification,Finance,Training,2025-07-09 11:25:08
2025-02-14,1131.12,Verizon Business,Phone service,Executive,Utilities,2025-07-09 11:25:08
2025-07-03,1944.41,Mailchimp,Marketing tools subscription,Marketing,Marketing,2025-07-09 11:25:08
2024-12-15,5999.15,Workday,Recruitment fees,Sales,Personnel,2025-07-09 11:25:08
2025-03-11,468.48,Business Services Inc,General business cost,Finance,Other,2025-07-09 11:25:08
2024-12-24,4452.29,HP Enterprise,Software/hardware,HR,Equipment,2025-07-09 11:25:08
2024-09-12,211.9,ConEd,Monthly utilities,Finance,Utilities,2025-07-09 11:25:08
2024-09-05,236.62,Office Depot,Meeting room supplies,Engineering,Office Supplies,2025-07-09 11:25:08
2025-05-09,2682.58,Deloitte Consulting,Business consulting,Finance,Professional Services,2025-07-09 11:25:08
2024-10-14,3267.26,Wilson Law Firm,Legal consultation,Operations,Professional Services,2025-07-09 11:25:08
2025-06-15,14773.0,LinkedIn Recruiter,Recruitment fees,Sales,Personnel,2025-07-09 11:25:08
2025-05-27,466.02,LinkedIn Learning,Online course,Marketing,Training,2025-07-09 11:25:08
2025-05-28,7795.09,Gusto,Contractor payment,Engineering,Personnel,2025-07-09 11:25:08
2025-05-13,2495.17,HubSpot,Marketing tools subscription,Marketing,Marketing,2025-07-09 11:25:08
2024-12-10,1922.89,NetGear,Software/hardware,Engineering,Equipment,2025-07-09 11:25:08
2024-12-26,263.79,AT&T Business,Monthly utilities,Operations,Utilities,2025-07-09 11:25:08
2025-03-17,6815.95,McKinsey,Legal consultation,Executive,Professional Services,2025-07-09 11:25:08
2025-06-10,443.06,ConEd,Monthly utilities,Executive,Utilities,2025-07-09 11:25:08
2025-05-24,311.84,Miscellaneous Vendor,General business cost,Engineering,Other,2025-07-09 11:25:08
2025-04-05,816.49,Waste Management,Phone service,Operations,Utilities,2025-07-09 11:25:08
2024-08-26,2280.56,Google Cloud,Cloud hosting costs,Executive,IT Infrastructure,2025-07-09 11:25:08
2025-01-15,1962.62,AWS,Software licenses,Sales,IT Infrastructure,2025-07-09 11:25:08
2024-11-04,3170.15,HubSpot,Content creation,Sales,Marketing,2025-07-09 11:25:08
2024-10-16,3677.12,PwC,Accounting services,Executive,Professional Services,2025-07-09 11:25:08
2024-07-15,735.65,Coursera Business,Conference registration,Finance,Training,2025-07-09 11:25:08
2024-11-13,2445.7,Lenovo,Computer equipment,HR,Equipment,2025-07-09 11:25:08
2025-06-26,1931.3,Conference Registration,Conference registration,Sales,Training,2025-07-09 11:25:08
2025-01-05,906.0,Miscellaneous Vendor,Miscellaneous expense,HR,Other,2025-07-09 11:25:08
2025-03-12,2764.19,Google Ads,Ad campaign,Operations,Marketing,2025-07-09 11:25:08
2025-04-11,7468.17,Apple Business,Computer equipment,HR,Equipment,2025-07-09 11:25:08
2024-12-14,1427.87,Atlassian,API usage fees,Executive,IT Infrastructure,2025-07-09 11:25:08
2025-02-01,4852.26,NetGear,Computer equipment,Marketing,Equipment,2025-07-09 11:25:08
2025-05-12,825.93,Miscellaneous Vendor,General business cost,Sales,Other,2025-07-09 11:25:08
2025-05-04,1694.43,Docker,Software licenses,Marketing,IT Infrastructure,2025-07-09 11:25:08
2025-03-08,231.35,Staples,Meeting room supplies,Executive,Office Supplies,2025-07-09 11:25:08
2025-01-31,3420.29,Legal Services Inc,Business consulting,Finance,Professional Services,2025-07-09 11:25:08
2025-06-10,2348.01,Amazon Business,Desk supplies,Marketing,Office Supplies,2025-07-09 11:25:08
2025-03-19,547.43,Miscellaneous Vendor,General business cost,HR,Other,2025-07-09 11:25:08
2024-08-23,994.3,Business Services Inc,General business cost,Executive,Other,2025-07-09 11:25:08
2024-08-20,1691.52,Wilson Law Firm,Accounting services,Engineering,Professional Services,2025-07-09 11:25:08
2024-08-26,254.68,Staples,Meeting room supplies,Sales,Office Supplies,2025-07-09 11:25:08
2025-02-05,132.5,Amazon Business,Office materials,Operations,Office Supplies,2025-07-09 11:25:08
2025-06-11,947.48,Zoom,API usage fees,Marketing,IT Infrastructure,2025-07-09 11:25:08
2024-11-26,1277.2,Canva,Content creation,Marketing,Marketing,2025-07-09 11:25:08
2024-11-16,11610.02,Gusto,Employee benefits,Engineering,Personnel,2025-07-09 11:25:08
2025-03-11,205.6,Waste Management,Monthly utilities,HR,Utilities,2025-07-09 11:25:08
2025-03-08,811.12,General Supplies Co,Miscellaneous expense,Marketing,Other,2025-07-09 11:25:08
2025-03-20,939.42,Coursera Business,Conference registration,Marketing,Training,2025-07-09 11:25:08
2025-07-02,4508.09,Xerox,Office furniture,HR,Equipment,2025-07-09 11:25:08
2025-04-17,3212.1,Wilson Law Firm,Accounting services,Engineering,Professional Services,2025-07-09 11:25:08
2025-04-30,1193.9,Microsoft Azure,Software licenses,Marketing,IT Infrastructure,2025-07-09 11:25:08
2025-06-29,202.96,LinkedIn Learning,Online course,Finance,Training,2025-07-09 11:25:08
2025-06-05,4913.91,Smith & Associates,Business consulting,Engineering,Professional Services,2025-07-09 11:25:08
2025-06-27,781.45,Pluralsight,Professional certification,Marketing,Training,2025-07-09 11:25:08
2024-08-11,8790.76,BambooHR,Contractor payment,HR,Personnel,2025-07-09 11:25:08
2025-04-10,1916.35,Expedia,Business trip,Marketing,Travel,2025-07-09 11:25:08
2024-08-13,4671.13,Canon Business,Computer equipment,HR,Equipment,2025-07-09 11:25:08
2025-03-29,1971.33,Facebook Ads,Ad campaign,Executive,Marketing,2025-07-09 11:25:08
2024-07-16,670.08,Business Services Inc,Miscellaneous expense,Operations,Other,2025-07-09 11:25:08
2025-06-16,1284.51,Comcast Business,Phone service,Operations,Utilities,2025-07-09 11:25:08
2024-08-28,1574.01,AWS Training,Online course,HR,Training,2025-07-09 11:25:08
2025-03-11,759.22,Miscellaneous Vendor,General business cost,Marketing,Other,2025-07-09 11:25:08
2024-09-29,1543.96,O'Reilly Media,Professional certification,Engineering,Training,2025-07-09 11:25:08
2025-01-15,2321.14,Hootsuite,Content creation,Marketing,Marketing,2025-07-09 11:25:08
2025-06-08,268.72,Amazon Business,Meeting room supplies,Executive,Office Supplies,2025-07-09 11:25:08
2025-03-17,4488.94,Xerox,Software/hardware,Finance,Equipment,2025-07-09 11:25:08
2025-05-20,763.36,Coursera Business,Conference registration,Engineering,Training,2025-07-09 11:25:08
2025-04-05,4657.5,Workday,Contractor payment,Sales,Personnel,2025-07-09 11:25:08
2024-09-23,4953.71,Mailchimp,Content creation,HR,Marketing,2025-07-09 11:25:08
2025-06-08,1619.77,O'Reilly Media,Online course,Operations,Training,2025-07-09 11:25:08
2025-06-09,396.64,Uber,Client meeting travel,Finance,Travel,2025-07-09 11:25:08
2025-02-08,5534.6,EY,Accounting services,Marketing,Professional Services,2025-07-09 11:25:08
2024-08-07,578.07,Pacific Gas & Electric,Phone service,HR,Utilities,2025-07-09 11:25:08
2025-04-27,1879.41,HP Enterprise,Software/hardware,Marketing,Equipment,2025-07-09 11:25:08
